candidate,party,office,district,town,votes,precinct
Ron DeSantis,Republican Party,President,,South Windsor,5,Timothy Edwards School -
Nikki Haley,Republican Party,President,,South Windsor,12,Timothy Edwards School -
Donald J. Trump,Republican Party,President,,South Windsor,62,Timothy Edwards School -
Ryan Binkley,Republican Party,President,,South Windsor,1,Timothy Edwards School -
Uncommitted,Republican Party,President,,South Windsor,6,Timothy Edwards School -
Ron DeSantis,Republican Party,President,,South Windsor,0,Town Hall
Nikki Haley,Republican Party,President,,South Windsor,0,Town Hall
Donald J. Trump,Republican Party,President,,South Windsor,0,Town Hall
Ryan Binkley,Republican Party,President,,South Windsor,0,Town Hall
Uncommitted,Republican Party,President,,South Windsor,0,Town Hall
Ron DeSantis,Republican Party,President,,Sprague,0,Sayles School
Nikki Haley,Republican Party,President,,Sprague,2,Sayles School
Donald J. Trump,Republican Party,President,,Sprague,40,Sayles School
Ryan Binkley,Republican Party,President,,Sprague,0,Sayles School
Uncommitted,Republican Party,President,,Sprague,0,Sayles School
Ron DeSantis,Republican Party,President,,Stafford,1,Stafford Community Center
Nikki Haley,Republican Party,President,,Stafford,5,Stafford Community Center
Donald J. Trump,Republican Party,President,,Stafford,64,Stafford Community Center
Ryan Binkley,Republican Party,President,,Stafford,0,Stafford Community Center
Uncommitted,Republican Party,President,,Stafford,0,Stafford Community Center
Ron DeSantis,Republican Party,President,,Stafford,0,Stafford Public Library
Nikki Haley,Republican Party,President,,Stafford,6,Stafford Public Library
Donald J. Trump,Republican Party,President,,Stafford,56,Stafford Public Library
Ryan Binkley,Republican Party,President,,Stafford,0,Stafford Public Library
Uncommitted,Republican Party,President,,Stafford,0,Stafford Public Library
Ron DeSantis,Republican Party,President,,Stafford,0,West Stafford Fire Department
Nikki Haley,Republican Party,President,,Stafford,3,West Stafford Fire Department
Donald J. Trump,Republican Party,President,,Stafford,82,West Stafford Fire Department
Ryan Binkley,Republican Party,President,,Stafford,1,West Stafford Fire Department
Uncommitted,Republican Party,President,,Stafford,0,West Stafford Fire Department
Ron DeSantis,Republican Party,President,,Stamford,0,Cloonan Middle School -Side
Nikki Haley,Republican Party,President,,Stamford,4,Cloonan Middle School -Side
Donald J. Trump,Republican Party,President,,Stamford,19,Cloonan Middle School -Side
Ryan Binkley,Republican Party,President,,Stamford,0,Cloonan Middle School -Side
Uncommitted,Republican Party,President,,Stamford,3,Cloonan Middle School -Side
Ron DeSantis,Republican Party,President,,Stamford,4,Davenport Ridge School
Nikki Haley,Republican Party,President,,Stamford,10,Davenport Ridge School
Donald J. Trump,Republican Party,President,,Stamford,91,Davenport Ridge School
Ryan Binkley,Republican Party,President,,Stamford,1,Davenport Ridge School
Uncommitted,Republican Party,President,,Stamford,8,Davenport Ridge School
Ron DeSantis,Republican Party,President,,Stamford,2,Dolan Middle School
Nikki Haley,Republican Party,President,,Stamford,9,Dolan Middle School
Donald J. Trump,Republican Party,President,,Stamford,71,Dolan Middle School
Ryan Binkley,Republican Party,President,,Stamford,0,Dolan Middle School
Uncommitted,Republican Party,President,,Stamford,7,Dolan Middle School
Ron DeSantis,Republican Party,President,,Stamford,0,Domus - The Old Rogers School
Nikki Haley,Republican Party,President,,Stamford,5,Domus - The Old Rogers School
Donald J. Trump,Republican Party,President,,Stamford,26,Domus - The Old Rogers School
Ryan Binkley,Republican Party,President,,Stamford,0,Domus - The Old Rogers School
Uncommitted,Republican Party,President,,Stamford,5,Domus - The Old Rogers School
Ron DeSantis,Republican Party,President,,Stamford,2,First Presbyterian Church
Nikki Haley,Republican Party,President,,Stamford,6,First Presbyterian Church
Donald J. Trump,Republican Party,President,,Stamford,38,First Presbyterian Church
Ryan Binkley,Republican Party,President,,Stamford,0,First Presbyterian Church
Uncommitted,Republican Party,President,,Stamford,3,First Presbyterian Church
Ron DeSantis,Republican Party,President,,Stamford,1,K T Murphy School On George St
Nikki Haley,Republican Party,President,,Stamford,4,K T Murphy School On George St
Donald J. Trump,Republican Party,President,,Stamford,41,K T Murphy School On George St
Ryan Binkley,Republican Party,President,,Stamford,0,K T Murphy School On George St
Uncommitted,Republican Party,President,,Stamford,3,K T Murphy School On George St
Ron DeSantis,Republican Party,President,,Stamford,1,Long Ridge Fire Company
Nikki Haley,Republican Party,President,,Stamford,9,Long Ridge Fire Company
Donald J. Trump,Republican Party,President,,Stamford,44,Long Ridge Fire Company
Ryan Binkley,Republican Party,President,,Stamford,0,Long Ridge Fire Company
Uncommitted,Republican Party,President,,Stamford,3,Long Ridge Fire Company
Ron DeSantis,Republican Party,President,,Stamford,0,Northeast School
Nikki Haley,Republican Party,President,,Stamford,9,Northeast School
Donald J. Trump,Republican Party,President,,Stamford,40,Northeast School
Ryan Binkley,Republican Party,President,,Stamford,0,Northeast School
Uncommitted,Republican Party,President,,Stamford,6,Northeast School
Ron DeSantis,Republican Party,President,,Stamford,1,Rippowam Middle School
Nikki Haley,Republican Party,President,,Stamford,11,Rippowam Middle School
Donald J. Trump,Republican Party,President,,Stamford,101,Rippowam Middle School
Ryan Binkley,Republican Party,President,,Stamford,0,Rippowam Middle School
Uncommitted,Republican Party,President,,Stamford,4,Rippowam Middle School
Ron DeSantis,Republican Party,President,,Stamford,3,Roxbury School
Nikki Haley,Republican Party,President,,Stamford,22,Roxbury School
Donald J. Trump,Republican Party,President,,Stamford,96,Roxbury School
Ryan Binkley,Republican Party,President,,Stamford,0,Roxbury School
Uncommitted,Republican Party,President,,Stamford,6,Roxbury School
Ron DeSantis,Republican Party,President,,Stamford,0,Saint Bridget School
Ron DeSantis,Republican Party,President,,Stamford,1,Saint Bridget School
Nikki Haley,Republican Party,President,,Stamford,0,Saint Bridget School
Nikki Haley,Republican Party,President,,Stamford,8,Saint Bridget School
Donald J. Trump,Republican Party,President,,Stamford,4,Saint Bridget School
Donald J. Trump,Republican Party,President,,Stamford,23,Saint Bridget School
Ryan Binkley,Republican Party,President,,Stamford,0,Saint Bridget School
Ryan Binkley,Republican Party,President,,Stamford,0,Saint Bridget School
Uncommitted,Republican Party,President,,Stamford,0,Saint Bridget School
Uncommitted,Republican Party,President,,Stamford,3,Saint Bridget School
Ron DeSantis,Republican Party,President,,Stamford,1,Salvation Army Community Center
Nikki Haley,Republican Party,President,,Stamford,5,Salvation Army Community Center
Donald J. Trump,Republican Party,President,,Stamford,20,Salvation Army Community Center
Ryan Binkley,Republican Party,President,,Stamford,0,Salvation Army Community Center
Uncommitted,Republican Party,President,,Stamford,0,Salvation Army Community Center
Ron DeSantis,Republican Party,President,,Stamford,4,Scofield Middle School
Nikki Haley,Republican Party,President,,Stamford,24,Scofield Middle School
Donald J. Trump,Republican Party,President,,Stamford,117,Scofield Middle School
Ryan Binkley,Republican Party,President,,Stamford,0,Scofield Middle School
Uncommitted,Republican Party,President,,Stamford,8,Scofield Middle School
Ron DeSantis,Republican Party,President,,Stamford,0,Scofield Middle School - District 24
Nikki Haley,Republican Party,President,,Stamford,1,Scofield Middle School - District 24
Donald J. Trump,Republican Party,President,,Stamford,0,Scofield Middle School - District 24
Ryan Binkley,Republican Party,President,,Stamford,0,Scofield Middle School - District 24
Uncommitted,Republican Party,President,,Stamford,0,Scofield Middle School - District 24
Ron DeSantis,Republican Party,President,,Stamford,1,South End Community Center
Nikki Haley,Republican Party,President,,Stamford,2,South End Community Center
Donald J. Trump,Republican Party,President,,Stamford,16,South End Community Center
Ryan Binkley,Republican Party,President,,Stamford,0,South End Community Center
Uncommitted,Republican Party,President,,Stamford,1,South End Community Center
Ron DeSantis,Republican Party,President,,Stamford,3,Springdale School -Rear Driveway At 1227
Nikki Haley,Republican Party,President,,Stamford,7,Springdale School -Rear Driveway At 1227
Donald J. Trump,Republican Party,President,,Stamford,94,Springdale School -Rear Driveway At 1227
Ryan Binkley,Republican Party,President,,Stamford,0,Springdale School -Rear Driveway At 1227
Uncommitted,Republican Party,President,,Stamford,2,Springdale School -Rear Driveway At 1227
Ron DeSantis,Republican Party,President,,Stamford,0,Stamford High School -Rear
Nikki Haley,Republican Party,President,,Stamford,4,Stamford High School -Rear
Donald J. Trump,Republican Party,President,,Stamford,54,Stamford High School -Rear
Ryan Binkley,Republican Party,President,,Stamford,0,Stamford High School -Rear
Uncommitted,Republican Party,President,,Stamford,2,Stamford High School -Rear
Ron DeSantis,Republican Party,President,,Stamford,1,Star Center - Old Star Of The Sea -
Nikki Haley,Republican Party,President,,Stamford,25,Star Center - Old Star Of The Sea -
Donald J. Trump,Republican Party,President,,Stamford,52,Star Center - Old Star Of The Sea -
Ryan Binkley,Republican Party,President,,Stamford,0,Star Center - Old Star Of The Sea -
Uncommitted,Republican Party,President,,Stamford,3,Star Center - Old Star Of The Sea -
Ron DeSantis,Republican Party,President,,Stamford,1,Stillmeadow School
Nikki Haley,Republican Party,President,,Stamford,5,Stillmeadow School
Donald J. Trump,Republican Party,President,,Stamford,46,Stillmeadow School
Ryan Binkley,Republican Party,President,,Stamford,0,Stillmeadow School
Uncommitted,Republican Party,President,,Stamford,3,Stillmeadow School
Ron DeSantis,Republican Party,President,,Stamford,2,Strawberry Hill School -Rear
Nikki Haley,Republican Party,President,,Stamford,6,Strawberry Hill School -Rear
Donald J. Trump,Republican Party,President,,Stamford,44,Strawberry Hill School -Rear
Ryan Binkley,Republican Party,President,,Stamford,0,Strawberry Hill School -Rear
Uncommitted,Republican Party,President,,Stamford,3,Strawberry Hill School -Rear
Ron DeSantis,Republican Party,President,,Stamford,0,Turn Of River School
Ron DeSantis,Republican Party,President,,Stamford,0,Turn Of River School
Nikki Haley,Republican Party,President,,Stamford,7,Turn Of River School
Nikki Haley,Republican Party,President,,Stamford,9,Turn Of River School
Donald J. Trump,Republican Party,President,,Stamford,49,Turn Of River School
Donald J. Trump,Republican Party,President,,Stamford,73,Turn Of River School
Ryan Binkley,Republican Party,President,,Stamford,0,Turn Of River School
Ryan Binkley,Republican Party,President,,Stamford,2,Turn Of River School
Uncommitted,Republican Party,President,,Stamford,1,Turn Of River School
Uncommitted,Republican Party,President,,Stamford,4,Turn Of River School
Ron DeSantis,Republican Party,President,,Stamford,1,Westover Magnet School
Nikki Haley,Republican Party,President,,Stamford,13,Westover Magnet School
Donald J. Trump,Republican Party,President,,Stamford,25,Westover Magnet School
Ryan Binkley,Republican Party,President,,Stamford,0,Westover Magnet School
Uncommitted,Republican Party,President,,Stamford,2,Westover Magnet School
Ron DeSantis,Republican Party,President,,Sterling,2,Sterling Municipal Building
Nikki Haley,Republican Party,President,,Sterling,7,Sterling Municipal Building
Donald J. Trump,Republican Party,President,,Sterling,57,Sterling Municipal Building
Ryan Binkley,Republican Party,President,,Sterling,0,Sterling Municipal Building
Uncommitted,Republican Party,President,,Sterling,5,Sterling Municipal Building
Ron DeSantis,Republican Party,President,,Stonington,2,Board Of Education Administration Building
Nikki Haley,Republican Party,President,,Stonington,10,Board Of Education Administration Building
Donald J. Trump,Republican Party,President,,Stonington,53,Board Of Education Administration Building
Ryan Binkley,Republican Party,President,,Stonington,0,Board Of Education Administration Building
Uncommitted,Republican Party,President,,Stonington,2,Board Of Education Administration Building
Ron DeSantis,Republican Party,President,,Stonington,5,Former Pawcatuck Middle School
Nikki Haley,Republican Party,President,,Stonington,18,Former Pawcatuck Middle School
Donald J. Trump,Republican Party,President,,Stonington,62,Former Pawcatuck Middle School
Ryan Binkley,Republican Party,President,,Stonington,0,Former Pawcatuck Middle School
Uncommitted,Republican Party,President,,Stonington,3,Former Pawcatuck Middle School
Ron DeSantis,Republican Party,President,,Stonington,1,Saint Michael Church
Nikki Haley,Republican Party,President,,Stonington,14,Saint Michael Church
Donald J. Trump,Republican Party,President,,Stonington,73,Saint Michael Church
Ryan Binkley,Republican Party,President,,Stonington,2,Saint Michael Church
Uncommitted,Republican Party,President,,Stonington,2,Saint Michael Church
Ron DeSantis,Republican Party,President,,Stonington,3,Stonington Fire House
Nikki Haley,Republican Party,President,,Stonington,27,Stonington Fire House
Donald J. Trump,Republican Party,President,,Stonington,47,Stonington Fire House
Ryan Binkley,Republican Party,President,,Stonington,1,Stonington Fire House
Uncommitted,Republican Party,President,,Stonington,7,Stonington Fire House
Ron DeSantis,Republican Party,President,,Stonington,2,Stonington Middle School
Nikki Haley,Republican Party,President,,Stonington,20,Stonington Middle School
Donald J. Trump,Republican Party,President,,Stonington,46,Stonington Middle School
Ryan Binkley,Republican Party,President,,Stonington,1,Stonington Middle School
Uncommitted,Republican Party,President,,Stonington,7,Stonington Middle School
Ron DeSantis,Republican Party,President,,Stratford,3,Bunnell High School 9th
Nikki Haley,Republican Party,President,,Stratford,11,Bunnell High School 9th
Donald J. Trump,Republican Party,President,,Stratford,64,Bunnell High School 9th
Ryan Binkley,Republican Party,President,,Stratford,0,Bunnell High School 9th
Uncommitted,Republican Party,President,,Stratford,4,Bunnell High School 9th
Ron DeSantis,Republican Party,President,,Stratford,0,Chapel School 8th
