candidate,party,office,district,town,votes,precinct
Joe Ganim,DEM,Governor,,East Granby,31,East Granby Community Center-1
Ned Lamont,DEM,Governor,,East Granby,281,East Granby Community Center-1
Susan Bysiewicz,DEM,Lieutenant Governor,,East Granby,211,East Granby Community Center-1
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Granby,103,East Granby Community Center-1
Dita Bhargava,DEM,Treasurer,,East Granby,116,East Granby Community Center-1
Shawn Wooden,DEM,Treasurer,,East Granby,185,East Granby Community Center-1
Paul R Doyle,DEM,Attorney General,,East Granby,32,East Granby Community Center-1
Chris Mattei,DEM,Attorney General,,East Granby,92,East Granby Community Center-1
William Tong,DEM,Attorney General,,East Granby,186,East Granby Community Center-1
Joe Ganim,DEM,Governor,,East Haddam,72,Town Office Building
Ned Lamont,DEM,Governor,,East Haddam,565,Town Office Building
Susan Bysiewicz,DEM,Lieutenant Governor,,East Haddam,415,Town Office Building
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Haddam,219,Town Office Building
Dita Bhargava,DEM,Treasurer,,East Haddam,292,Town Office Building
Shawn Wooden,DEM,Treasurer,,East Haddam,333,Town Office Building
Paul R Doyle,DEM,Attorney General,,East Haddam,71,Town Office Building
Chris Mattei,DEM,Attorney General,,East Haddam,143,Town Office Building
William Tong,DEM,Attorney General,,East Haddam,413,Town Office Building
Joe Ganim,DEM,Governor,,East Hampton,113,East Hampton Middle School
Ned Lamont,DEM,Governor,,East Hampton,595,East Hampton Middle School
Susan Bysiewicz,DEM,Lieutenant Governor,,East Hampton,412,East Hampton Middle School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Hampton,291,East Hampton Middle School
Dita Bhargava,DEM,Treasurer,,East Hampton,337,East Hampton Middle School
Shawn Wooden,DEM,Treasurer,,East Hampton,360,East Hampton Middle School
Paul R Doyle,DEM,Attorney General,,East Hampton,114,East Hampton Middle School
Chris Mattei,DEM,Attorney General,,East Hampton,217,East Hampton Middle School
William Tong,DEM,Attorney General,,East Hampton,365,East Hampton Middle School
Joe Ganim,DEM,Governor,,East Hartford,73,Anna Norris School
Ned Lamont,DEM,Governor,,East Hartford,286,Anna Norris School
Susan Bysiewicz,DEM,Lieutenant Governor,,East Hartford,214,Anna Norris School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Hartford,145,Anna Norris School
Dita Bhargava,DEM,Treasurer,,East Hartford,106,Anna Norris School
Shawn Wooden,DEM,Treasurer,,East Hartford,244,Anna Norris School
Paul R Doyle,DEM,Attorney General,,East Hartford,61,Anna Norris School
Chris Mattei,DEM,Attorney General,,East Hartford,48,Anna Norris School
William Tong,DEM,Attorney General,,East Hartford,245,Anna Norris School
Joe Ganim,DEM,Governor,,East Hartford,78,Goodwin School
Ned Lamont,DEM,Governor,,East Hartford,379,Goodwin School
Susan Bysiewicz,DEM,Lieutenant Governor,,East Hartford,281,Goodwin School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Hartford,177,Goodwin School
Dita Bhargava,DEM,Treasurer,,East Hartford,168,Goodwin School
Shawn Wooden,DEM,Treasurer,,East Hartford,271,Goodwin School
Paul R Doyle,DEM,Attorney General,,East Hartford,94,Goodwin School
Chris Mattei,DEM,Attorney General,,East Hartford,94,Goodwin School
William Tong,DEM,Attorney General,,East Hartford,156,Goodwin School
Joe Ganim,DEM,Governor,,East Hartford,88,Hockanum School
Ned Lamont,DEM,Governor,,East Hartford,305,Hockanum School
Susan Bysiewicz,DEM,Lieutenant Governor,,East Hartford,264,Hockanum School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Hartford,177,Hockanum School
Dita Bhargava,DEM,Treasurer,,East Hartford,151,Hockanum School
Shawn Wooden,DEM,Treasurer,,East Hartford,225,Hockanum School
Paul R Doyle,DEM,Attorney General,,East Hartford,70,Hockanum School
Chris Mattei,DEM,Attorney General,,East Hartford,115,Hockanum School
William Tong,DEM,Attorney General,,East Hartford,202,Hockanum School
Joe Ganim,DEM,Governor,,East Hartford,62,Langford School
Ned Lamont,DEM,Governor,,East Hartford,228,Langford School
Susan Bysiewicz,DEM,Lieutenant Governor,,East Hartford,147,Langford School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Hartford,145,Langford School
Dita Bhargava,DEM,Treasurer,,East Hartford,112,Langford School
Shawn Wooden,DEM,Treasurer,,East Hartford,171,Langford School
Paul R Doyle,DEM,Attorney General,,East Hartford,58,Langford School
Chris Mattei,DEM,Attorney General,,East Hartford,59,Langford School
William Tong,DEM,Attorney General,,East Hartford,170,Langford School
Joe Ganim,DEM,Governor,,East Hartford,70,Mayberry School
Ned Lamont,DEM,Governor,,East Hartford,228,Mayberry School
Susan Bysiewicz,DEM,Lieutenant Governor,,East Hartford,163,Mayberry School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Hartford,132,Mayberry School
Dita Bhargava,DEM,Treasurer,,East Hartford,90,Mayberry School
Shawn Wooden,DEM,Treasurer,,East Hartford,198,Mayberry School
Paul R Doyle,DEM,Attorney General,,East Hartford,41,Mayberry School
Chris Mattei,DEM,Attorney General,,East Hartford,67,Mayberry School
William Tong,DEM,Attorney General,,East Hartford,182,Mayberry School
Joe Ganim,DEM,Governor,,East Hartford,112,Saint Christopher Church Hall
Ned Lamont,DEM,Governor,,East Hartford,393,Saint Christopher Church Hall
Susan Bysiewicz,DEM,Lieutenant Governor,,East Hartford,297,Saint Christopher Church Hall
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Hartford,195,Saint Christopher Church Hall
Dita Bhargava,DEM,Treasurer,,East Hartford,218,Saint Christopher Church Hall
Shawn Wooden,DEM,Treasurer,,East Hartford,271,Saint Christopher Church Hall
Paul R Doyle,DEM,Attorney General,,East Hartford,123,Saint Christopher Church Hall
Chris Mattei,DEM,Attorney General,,East Hartford,93,Saint Christopher Church Hall
William Tong,DEM,Attorney General,,East Hartford,278,Saint Christopher Church Hall
Joe Ganim,DEM,Governor,,East Hartford,90,Silver Lane School
Ned Lamont,DEM,Governor,,East Hartford,326,Silver Lane School
Susan Bysiewicz,DEM,Lieutenant Governor,,East Hartford,231,Silver Lane School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Hartford,192,Silver Lane School
Dita Bhargava,DEM,Treasurer,,East Hartford,125,Silver Lane School
Shawn Wooden,DEM,Treasurer,,East Hartford,279,Silver Lane School
Paul R Doyle,DEM,Attorney General,,East Hartford,74,Silver Lane School
Chris Mattei,DEM,Attorney General,,East Hartford,86,Silver Lane School
William Tong,DEM,Attorney General,,East Hartford,247,Silver Lane School
Joe Ganim,DEM,Governor,,East Haven,65,Deer Run School 3
Ned Lamont,DEM,Governor,,East Haven,118,Deer Run School 3
Susan Bysiewicz,DEM,Lieutenant Governor,,East Haven,127,Deer Run School 3
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Haven,52,Deer Run School 3
Josh Balter,DEM,State Senate,34,East Haven,72,Deer Run School 3
Aili McKeen,DEM,State Senate,34,East Haven,105,Deer Run School 3
Dita Bhargava,DEM,Treasurer,,East Haven,80,Deer Run School 3
Shawn Wooden,DEM,Treasurer,,East Haven,89,Deer Run School 3
Paul R Doyle,DEM,Attorney General,,East Haven,9,Deer Run School 3
Chris Mattei,DEM,Attorney General,,East Haven,66,Deer Run School 3
William Tong,DEM,Attorney General,,East Haven,102,Deer Run School 3
Joe Ganim,DEM,Governor,,East Haven,0,Deer Run School 3-S
Ned Lamont,DEM,Governor,,East Haven,0,Deer Run School 3-S
Susan Bysiewicz,DEM,Lieutenant Governor,,East Haven,0,Deer Run School 3-S
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Haven,0,Deer Run School 3-S
Josh Balter,DEM,State Senate,34,East Haven,0,Deer Run School 3-S
Aili McKeen,DEM,State Senate,34,East Haven,0,Deer Run School 3-S
Dita Bhargava,DEM,Treasurer,,East Haven,0,Deer Run School 3-S
Shawn Wooden,DEM,Treasurer,,East Haven,0,Deer Run School 3-S
Paul R Doyle,DEM,Attorney General,,East Haven,0,Deer Run School 3-S
Chris Mattei,DEM,Attorney General,,East Haven,0,Deer Run School 3-S
William Tong,DEM,Attorney General,,East Haven,0,Deer Run School 3-S
Joe Ganim,DEM,Governor,,East Haven,8,East Farm Village 1-S
Ned Lamont,DEM,Governor,,East Haven,13,East Farm Village 1-S
Susan Bysiewicz,DEM,Lieutenant Governor,,East Haven,16,East Farm Village 1-S
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Haven,4,East Farm Village 1-S
Josh Balter,DEM,State Senate,34,East Haven,7,East Farm Village 1-S
Aili McKeen,DEM,State Senate,34,East Haven,13,East Farm Village 1-S
Dita Bhargava,DEM,Treasurer,,East Haven,5,East Farm Village 1-S
Shawn Wooden,DEM,Treasurer,,East Haven,15,East Farm Village 1-S
Paul R Doyle,DEM,Attorney General,,East Haven,8,East Farm Village 1-S
Chris Mattei,DEM,Attorney General,,East Haven,6,East Farm Village 1-S
William Tong,DEM,Attorney General,,East Haven,8,East Farm Village 1-S
Joe Ganim,DEM,Governor,,East Haven,57,Hays School 5
Ned Lamont,DEM,Governor,,East Haven,127,Hays School 5
Susan Bysiewicz,DEM,Lieutenant Governor,,East Haven,100,Hays School 5
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Haven,81,Hays School 5
Josh Balter,DEM,State Senate,34,East Haven,97,Hays School 5
Aili McKeen,DEM,State Senate,34,East Haven,81,Hays School 5
Dita Bhargava,DEM,Treasurer,,East Haven,79,Hays School 5
Shawn Wooden,DEM,Treasurer,,East Haven,99,Hays School 5
Paul R Doyle,DEM,Attorney General,,East Haven,34,Hays School 5
Chris Mattei,DEM,Attorney General,,East Haven,55,Hays School 5
William Tong,DEM,Attorney General,,East Haven,90,Hays School 5
Joe Ganim,DEM,Governor,,East Haven,88,Momauguin School 2
Ned Lamont,DEM,Governor,,East Haven,224,Momauguin School 2
Susan Bysiewicz,DEM,Lieutenant Governor,,East Haven,210,Momauguin School 2
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Haven,93,Momauguin School 2
Josh Balter,DEM,State Senate,34,East Haven,164,Momauguin School 2
Aili McKeen,DEM,State Senate,34,East Haven,137,Momauguin School 2
Dita Bhargava,DEM,Treasurer,,East Haven,134,Momauguin School 2
Shawn Wooden,DEM,Treasurer,,East Haven,155,Momauguin School 2
Paul R Doyle,DEM,Attorney General,,East Haven,49,Momauguin School 2
Chris Mattei,DEM,Attorney General,,East Haven,96,Momauguin School 2
William Tong,DEM,Attorney General,,East Haven,155,Momauguin School 2
Joe Ganim,DEM,Governor,,East Haven,79,Overbrook School 4
Ned Lamont,DEM,Governor,,East Haven,138,Overbrook School 4
Susan Bysiewicz,DEM,Lieutenant Governor,,East Haven,138,Overbrook School 4
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Haven,68,Overbrook School 4
Josh Balter,DEM,State Senate,34,East Haven,101,Overbrook School 4
Aili McKeen,DEM,State Senate,34,East Haven,103,Overbrook School 4
Dita Bhargava,DEM,Treasurer,,East Haven,76,Overbrook School 4
Shawn Wooden,DEM,Treasurer,,East Haven,121,Overbrook School 4
Paul R Doyle,DEM,Attorney General,,East Haven,27,Overbrook School 4
Chris Mattei,DEM,Attorney General,,East Haven,68,Overbrook School 4
William Tong,DEM,Attorney General,,East Haven,109,Overbrook School 4
Joe Ganim,DEM,Governor,,East Haven,64,Tuttle School 1
Ned Lamont,DEM,Governor,,East Haven,134,Tuttle School 1
Susan Bysiewicz,DEM,Lieutenant Governor,,East Haven,115,Tuttle School 1
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Haven,78,Tuttle School 1
Josh Balter,DEM,State Senate,34,East Haven,93,Tuttle School 1
Aili McKeen,DEM,State Senate,34,East Haven,98,Tuttle School 1
Dita Bhargava,DEM,Treasurer,,East Haven,90,Tuttle School 1
Shawn Wooden,DEM,Treasurer,,East Haven,101,Tuttle School 1
Paul R Doyle,DEM,Attorney General,,East Haven,27,Tuttle School 1
Chris Mattei,DEM,Attorney General,,East Haven,61,Tuttle School 1
William Tong,DEM,Attorney General,,East Haven,106,Tuttle School 1
Joe Ganim,DEM,Governor,,East Haven,8,Woodview 5-S
Ned Lamont,DEM,Governor,,East Haven,12,Woodview 5-S
Susan Bysiewicz,DEM,Lieutenant Governor,,East Haven,17,Woodview 5-S
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Haven,1,Woodview 5-S
Josh Balter,DEM,State Senate,34,East Haven,5,Woodview 5-S
Aili McKeen,DEM,State Senate,34,East Haven,12,Woodview 5-S
Dita Bhargava,DEM,Treasurer,,East Haven,4,Woodview 5-S
Shawn Wooden,DEM,Treasurer,,East Haven,12,Woodview 5-S
Paul R Doyle,DEM,Attorney General,,East Haven,3,Woodview 5-S
Chris Mattei,DEM,Attorney General,,East Haven,5,Woodview 5-S
William Tong,DEM,Attorney General,,East Haven,11,Woodview 5-S
Joe Ganim,DEM,Governor,,East Lyme,44,East Lyme Community Center
Joe Ganim,DEM,Governor,,East Lyme,51,East Lyme Community Center
Ned Lamont,DEM,Governor,,East Lyme,313,East Lyme Community Center
Ned Lamont,DEM,Governor,,East Lyme,429,East Lyme Community Center
Susan Bysiewicz,DEM,Lieutenant Governor,,East Lyme,248,East Lyme Community Center
Susan Bysiewicz,DEM,Lieutenant Governor,,East Lyme,327,East Lyme Community Center
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Lyme,102,East Lyme Community Center
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Lyme,147,East Lyme Community Center
Dita Bhargava,DEM,Treasurer,,East Lyme,154,East Lyme Community Center
Dita Bhargava,DEM,Treasurer,,East Lyme,211,East Lyme Community Center
Shawn Wooden,DEM,Treasurer,,East Lyme,190,East Lyme Community Center
Shawn Wooden,DEM,Treasurer,,East Lyme,257,East Lyme Community Center
Paul R Doyle,DEM,Attorney General,,East Lyme,48,East Lyme Community Center
Paul R Doyle,DEM,Attorney General,,East Lyme,65,East Lyme Community Center
Chris Mattei,DEM,Attorney General,,East Lyme,83,East Lyme Community Center
Chris Mattei,DEM,Attorney General,,East Lyme,120,East Lyme Community Center
William Tong,DEM,Attorney General,,East Lyme,216,East Lyme Community Center
William Tong,DEM,Attorney General,,East Lyme,287,East Lyme Community Center
Joe Ganim,DEM,Governor,,East Lyme,36,East Lyme High School
Ned Lamont,DEM,Governor,,East Lyme,358,East Lyme High School
Susan Bysiewicz,DEM,Lieutenant Governor,,East Lyme,267,East Lyme High School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Lyme,121,East Lyme High School
Dita Bhargava,DEM,Treasurer,,East Lyme,190,East Lyme High School
Shawn Wooden,DEM,Treasurer,,East Lyme,193,East Lyme High School
Paul R Doyle,DEM,Attorney General,,East Lyme,27,East Lyme High School
Chris Mattei,DEM,Attorney General,,East Lyme,101,East Lyme High School
William Tong,DEM,Attorney General,,East Lyme,254,East Lyme High School
Joe Ganim,DEM,Governor,,Easton,65,Samuel Staples School
Ned Lamont,DEM,Governor,,Easton,394,Samuel Staples School
Susan Bysiewicz,DEM,Lieutenant Governor,,Easton,294,Samuel Staples School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Easton,148,Samuel Staples School
Dita Bhargava,DEM,Treasurer,,Easton,229,Samuel Staples School
Shawn Wooden,DEM,Treasurer,,Easton,205,Samuel Staples School
Paul R Doyle,DEM,Attorney General,,Easton,39,Samuel Staples School
Chris Mattei,DEM,Attorney General,,Easton,123,Samuel Staples School
William Tong,DEM,Attorney General,,Easton,277,Samuel Staples School
Joe Ganim,DEM,Governor,,East Windsor,48,Town Hall
Ned Lamont,DEM,Governor,,East Windsor,212,Town Hall
Susan Bysiewicz,DEM,Lieutenant Governor,,East Windsor,171,Town Hall
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Windsor,88,Town Hall
Dita Bhargava,DEM,Treasurer,,East Windsor,107,Town Hall
Shawn Wooden,DEM,Treasurer,,East Windsor,148,Town Hall
Paul R Doyle,DEM,Attorney General,,East Windsor,20,Town Hall
Chris Mattei,DEM,Attorney General,,East Windsor,75,Town Hall
William Tong,DEM,Attorney General,,East Windsor,163,Town Hall
Joe Ganim,DEM,Governor,,East Windsor,0,Town Hall Annex
Joe Ganim,DEM,Governor,,East Windsor,39,Town Hall Annex
Ned Lamont,DEM,Governor,,East Windsor,0,Town Hall Annex
Ned Lamont,DEM,Governor,,East Windsor,161,Town Hall Annex
Susan Bysiewicz,DEM,Lieutenant Governor,,East Windsor,0,Town Hall Annex
Susan Bysiewicz,DEM,Lieutenant Governor,,East Windsor,137,Town Hall Annex
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Windsor,0,Town Hall Annex
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,East Windsor,65,Town Hall Annex
Dita Bhargava,DEM,Treasurer,,East Windsor,0,Town Hall Annex
Dita Bhargava,DEM,Treasurer,,East Windsor,77,Town Hall Annex
Shawn Wooden,DEM,Treasurer,,East Windsor,0,Town Hall Annex
Shawn Wooden,DEM,Treasurer,,East Windsor,123,Town Hall Annex
Paul R Doyle,DEM,Attorney General,,East Windsor,0,Town Hall Annex
Paul R Doyle,DEM,Attorney General,,East Windsor,32,Town Hall Annex
Chris Mattei,DEM,Attorney General,,East Windsor,0,Town Hall Annex
Chris Mattei,DEM,Attorney General,,East Windsor,57,Town Hall Annex
William Tong,DEM,Attorney General,,East Windsor,0,Town Hall Annex
William Tong,DEM,Attorney General,,East Windsor,110,Town Hall Annex
Joe Ganim,DEM,Governor,,Ellington,18,Crystal Lake School
Ned Lamont,DEM,Governor,,Ellington,152,Crystal Lake School
Susan Bysiewicz,DEM,Lieutenant Governor,,Ellington,114,Crystal Lake School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Ellington,53,Crystal Lake School
Dita Bhargava,DEM,Treasurer,,Ellington,71,Crystal Lake School
Shawn Wooden,DEM,Treasurer,,Ellington,95,Crystal Lake School
Paul R Doyle,DEM,Attorney General,,Ellington,23,Crystal Lake School
Chris Mattei,DEM,Attorney General,,Ellington,38,Crystal Lake School
William Tong,DEM,Attorney General,,Ellington,108,Crystal Lake School
Joe Ganim,DEM,Governor,,Ellington,58,Ellington High School
Ned Lamont,DEM,Governor,,Ellington,432,Ellington High School
Susan Bysiewicz,DEM,Lieutenant Governor,,Ellington,316,Ellington High School
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Ellington,175,Ellington High School
Dita Bhargava,DEM,Treasurer,,Ellington,206,Ellington High School
Shawn Wooden,DEM,Treasurer,,Ellington,280,Ellington High School
Paul R Doyle,DEM,Attorney General,,Ellington,57,Ellington High School
Chris Mattei,DEM,Attorney General,,Ellington,133,Ellington High School
William Tong,DEM,Attorney General,,Ellington,298,Ellington High School
Joe Ganim,DEM,Governor,,Enfield,19,Enfield Municipal Annex - Fermi
Joe Ganim,DEM,Governor,,Enfield,39,Enfield Municipal Annex - Fermi
Ned Lamont,DEM,Governor,,Enfield,112,Enfield Municipal Annex - Fermi
Ned Lamont,DEM,Governor,,Enfield,260,Enfield Municipal Annex - Fermi
Susan Bysiewicz,DEM,Lieutenant Governor,,Enfield,98,Enfield Municipal Annex - Fermi
Susan Bysiewicz,DEM,Lieutenant Governor,,Enfield,204,Enfield Municipal Annex - Fermi
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Enfield,37,Enfield Municipal Annex - Fermi
Eva Bermudez Zimmerman,DEM,Lieutenant Governor,,Enfield,97,Enfield Municipal Annex - Fermi
Dita Bhargava,DEM,Treasurer,,Enfield,59,Enfield Municipal Annex - Fermi
Dita Bhargava,DEM,Treasurer,,Enfield,134,Enfield Municipal Annex - Fermi
Shawn Wooden,DEM,Treasurer,,Enfield,73,Enfield Municipal Annex - Fermi
Shawn Wooden,DEM,Treasurer,,Enfield,163,Enfield Municipal Annex - Fermi
Paul R Doyle,DEM,Attorney General,,Enfield,15,Enfield Municipal Annex - Fermi
Paul R Doyle,DEM,Attorney General,,Enfield,38,Enfield Municipal Annex - Fermi
Chris Mattei,DEM,Attorney General,,Enfield,47,Enfield Municipal Annex - Fermi
Chris Mattei,DEM,Attorney General,,Enfield,91,Enfield Municipal Annex - Fermi
William Tong,DEM,Attorney General,,Enfield,75,Enfield Municipal Annex - Fermi
William Tong,DEM,Attorney General,,Enfield,173,Enfield Municipal Annex - Fermi
Joe Ganim,DEM,Governor,,Enfield,49,Enfield Street School
Ned Lamont,DEM,Governor,,Enfield,262,Enfield Street School
Susan Bysiewicz,DEM,Lieutenant Governor,,Enfield,222,Enfield Street School
