candidate,party,office,district,town,votes,precinct
Sue Hatfield,Republican Party,Attorney General,,Bristol,1244,West Bristol School
William Tong,Working Families Party,Attorney General,,Bristol,22,West Bristol School
Sue Hatfield,Independent Party,Attorney General,,Bristol,59,West Bristol School
Peter D Goselin,Green Party,Attorney General,,Bristol,19,West Bristol School
William Tong,Democratic Party,Attorney General,,Brookfield,2167,Brookfield High School
Sue Hatfield,Republican Party,Attorney General,,Brookfield,2646,Brookfield High School
William Tong,Working Families Party,Attorney General,,Brookfield,74,Brookfield High School
Sue Hatfield,Independent Party,Attorney General,,Brookfield,91,Brookfield High School
Peter D Goselin,Green Party,Attorney General,,Brookfield,35,Brookfield High School
William Tong,Democratic Party,Attorney General,,Brookfield,1296,Huckleberry Hill School
Sue Hatfield,Republican Party,Attorney General,,Brookfield,1651,Huckleberry Hill School
William Tong,Working Families Party,Attorney General,,Brookfield,51,Huckleberry Hill School
Sue Hatfield,Independent Party,Attorney General,,Brookfield,76,Huckleberry Hill School
Peter D Goselin,Green Party,Attorney General,,Brookfield,27,Huckleberry Hill School
William Tong,Democratic Party,Attorney General,,Brooklyn,1103,Brooklyn Middle School
Sue Hatfield,Republican Party,Attorney General,,Brooklyn,1771,Brooklyn Middle School
William Tong,Working Families Party,Attorney General,,Brooklyn,45,Brooklyn Middle School
Sue Hatfield,Independent Party,Attorney General,,Brooklyn,103,Brooklyn Middle School
Peter D Goselin,Green Party,Attorney General,,Brooklyn,44,Brooklyn Middle School
William Tong,Democratic Party,Attorney General,,Burlington,1944,Town Hall
Sue Hatfield,Republican Party,Attorney General,,Burlington,2642,Town Hall
William Tong,Working Families Party,Attorney General,,Burlington,79,Town Hall
Sue Hatfield,Independent Party,Attorney General,,Burlington,86,Town Hall
Peter D Goselin,Green Party,Attorney General,,Burlington,54,Town Hall
William Tong,Democratic Party,Attorney General,,Canaan,316,Canaan Town Hall
Sue Hatfield,Republican Party,Attorney General,,Canaan,188,Canaan Town Hall
William Tong,Working Families Party,Attorney General,,Canaan,19,Canaan Town Hall
Sue Hatfield,Independent Party,Attorney General,,Canaan,17,Canaan Town Hall
Peter D Goselin,Green Party,Attorney General,,Canaan,9,Canaan Town Hall
William Tong,Democratic Party,Attorney General,,Canterbury,691,Canterbury Town Hall
Sue Hatfield,Republican Party,Attorney General,,Canterbury,1470,Canterbury Town Hall
William Tong,Working Families Party,Attorney General,,Canterbury,40,Canterbury Town Hall
Sue Hatfield,Independent Party,Attorney General,,Canterbury,78,Canterbury Town Hall
Peter D Goselin,Green Party,Attorney General,,Canterbury,40,Canterbury Town Hall
William Tong,Democratic Party,Attorney General,,Canton,2522,Canton High School
Sue Hatfield,Republican Party,Attorney General,,Canton,2625,Canton High School
William Tong,Working Families Party,Attorney General,,Canton,76,Canton High School
Sue Hatfield,Independent Party,Attorney General,,Canton,123,Canton High School
Peter D Goselin,Green Party,Attorney General,,Canton,59,Canton High School
William Tong,Democratic Party,Attorney General,,Chaplin,394,Chaplin Volunteer Fire Department
Sue Hatfield,Republican Party,Attorney General,,Chaplin,531,Chaplin Volunteer Fire Department
William Tong,Working Families Party,Attorney General,,Chaplin,33,Chaplin Volunteer Fire Department
Sue Hatfield,Independent Party,Attorney General,,Chaplin,31,Chaplin Volunteer Fire Department
Peter D Goselin,Green Party,Attorney General,,Chaplin,19,Chaplin Volunteer Fire Department
William Tong,Democratic Party,Attorney General,,Cheshire,934,Artsplace - District 3
Sue Hatfield,Republican Party,Attorney General,,Cheshire,1098,Artsplace - District 3
William Tong,Working Families Party,Attorney General,,Cheshire,27,Artsplace - District 3
Sue Hatfield,Independent Party,Attorney General,,Cheshire,41,Artsplace - District 3
Peter D Goselin,Green Party,Attorney General,,Cheshire,19,Artsplace - District 3
William Tong,Democratic Party,Attorney General,,Cheshire,644,Chapman School - Dist. 2
Sue Hatfield,Republican Party,Attorney General,,Cheshire,837,Chapman School - Dist. 2
William Tong,Working Families Party,Attorney General,,Cheshire,29,Chapman School - Dist. 2
Sue Hatfield,Independent Party,Attorney General,,Cheshire,29,Chapman School - Dist. 2
Peter D Goselin,Green Party,Attorney General,,Cheshire,15,Chapman School - Dist. 2
William Tong,Democratic Party,Attorney General,,Cheshire,1502,Cheshire High School - Dist. 1
Sue Hatfield,Republican Party,Attorney General,,Cheshire,1623,Cheshire High School - Dist. 1
William Tong,Working Families Party,Attorney General,,Cheshire,51,Cheshire High School - Dist. 1
Sue Hatfield,Independent Party,Attorney General,,Cheshire,64,Cheshire High School - Dist. 1
Peter D Goselin,Green Party,Attorney General,,Cheshire,23,Cheshire High School - Dist. 1
William Tong,Democratic Party,Attorney General,,Cheshire,424,Dodd Middle School - Dist. 7
Sue Hatfield,Republican Party,Attorney General,,Cheshire,497,Dodd Middle School - Dist. 7
William Tong,Working Families Party,Attorney General,,Cheshire,15,Dodd Middle School - Dist. 7
Sue Hatfield,Independent Party,Attorney General,,Cheshire,20,Dodd Middle School - Dist. 7
Peter D Goselin,Green Party,Attorney General,,Cheshire,11,Dodd Middle School - Dist. 7
William Tong,Democratic Party,Attorney General,,Cheshire,573,Doolittle School - Dist. 5
Sue Hatfield,Republican Party,Attorney General,,Cheshire,579,Doolittle School - Dist. 5
William Tong,Working Families Party,Attorney General,,Cheshire,29,Doolittle School - Dist. 5
Sue Hatfield,Independent Party,Attorney General,,Cheshire,22,Doolittle School - Dist. 5
Peter D Goselin,Green Party,Attorney General,,Cheshire,19,Doolittle School - Dist. 5
William Tong,Democratic Party,Attorney General,,Cheshire,755,Highland School - Dist. 6
Sue Hatfield,Republican Party,Attorney General,,Cheshire,961,Highland School - Dist. 6
William Tong,Working Families Party,Attorney General,,Cheshire,36,Highland School - Dist. 6
Sue Hatfield,Independent Party,Attorney General,,Cheshire,42,Highland School - Dist. 6
Peter D Goselin,Green Party,Attorney General,,Cheshire,11,Highland School - Dist. 6
William Tong,Democratic Party,Attorney General,,Cheshire,1387,Norton School - Dist. 4
Sue Hatfield,Republican Party,Attorney General,,Cheshire,1339,Norton School - Dist. 4
William Tong,Working Families Party,Attorney General,,Cheshire,47,Norton School - Dist. 4
Sue Hatfield,Independent Party,Attorney General,,Cheshire,47,Norton School - Dist. 4
Peter D Goselin,Green Party,Attorney General,,Cheshire,26,Norton School - Dist. 4
William Tong,Democratic Party,Attorney General,,Chester,1199,Chester Town Office Building
Sue Hatfield,Republican Party,Attorney General,,Chester,808,Chester Town Office Building
William Tong,Working Families Party,Attorney General,,Chester,51,Chester Town Office Building
Sue Hatfield,Independent Party,Attorney General,,Chester,43,Chester Town Office Building
Peter D Goselin,Green Party,Attorney General,,Chester,27,Chester Town Office Building
William Tong,Democratic Party,Attorney General,,Clinton,2846,Andrews Memorial Town Hall
Sue Hatfield,Republican Party,Attorney General,,Clinton,3216,Andrews Memorial Town Hall
William Tong,Working Families Party,Attorney General,,Clinton,67,Andrews Memorial Town Hall
Sue Hatfield,Independent Party,Attorney General,,Clinton,117,Andrews Memorial Town Hall
Peter D Goselin,Green Party,Attorney General,,Clinton,78,Andrews Memorial Town Hall
William Tong,Democratic Party,Attorney General,,Colchester,248,Assembly Of God Hall
William Tong,Democratic Party,Attorney General,,Colchester,779,Assembly Of God Hall
Sue Hatfield,Republican Party,Attorney General,,Colchester,325,Assembly Of God Hall
Sue Hatfield,Republican Party,Attorney General,,Colchester,904,Assembly Of God Hall
William Tong,Working Families Party,Attorney General,,Colchester,4,Assembly Of God Hall
William Tong,Working Families Party,Attorney General,,Colchester,39,Assembly Of God Hall
Sue Hatfield,Independent Party,Attorney General,,Colchester,18,Assembly Of God Hall
Sue Hatfield,Independent Party,Attorney General,,Colchester,49,Assembly Of God Hall
Peter D Goselin,Green Party,Attorney General,,Colchester,5,Assembly Of God Hall
Peter D Goselin,Green Party,Attorney General,,Colchester,21,Assembly Of God Hall
William Tong,Democratic Party,Attorney General,,Colchester,851,Bacon Academy
Sue Hatfield,Republican Party,Attorney General,,Colchester,956,Bacon Academy
William Tong,Working Families Party,Attorney General,,Colchester,36,Bacon Academy
Sue Hatfield,Independent Party,Attorney General,,Colchester,57,Bacon Academy
Peter D Goselin,Green Party,Attorney General,,Colchester,18,Bacon Academy
William Tong,Democratic Party,Attorney General,,Colchester,1357,Colchester Town Hall
Sue Hatfield,Republican Party,Attorney General,,Colchester,1544,Colchester Town Hall
William Tong,Working Families Party,Attorney General,,Colchester,62,Colchester Town Hall
Sue Hatfield,Independent Party,Attorney General,,Colchester,95,Colchester Town Hall
Peter D Goselin,Green Party,Attorney General,,Colchester,34,Colchester Town Hall
William Tong,Democratic Party,Attorney General,,Colebrook,279,Colebrook Town Hall
Sue Hatfield,Republican Party,Attorney General,,Colebrook,481,Colebrook Town Hall
William Tong,Working Families Party,Attorney General,,Colebrook,7,Colebrook Town Hall
Sue Hatfield,Independent Party,Attorney General,,Colebrook,24,Colebrook Town Hall
Peter D Goselin,Green Party,Attorney General,,Colebrook,5,Colebrook Town Hall
William Tong,Democratic Party,Attorney General,,Columbia,1244,Yeomans Hall
Sue Hatfield,Republican Party,Attorney General,,Columbia,1464,Yeomans Hall
William Tong,Working Families Party,Attorney General,,Columbia,56,Yeomans Hall
Sue Hatfield,Independent Party,Attorney General,,Columbia,56,Yeomans Hall
Peter D Goselin,Green Party,Attorney General,,Columbia,45,Yeomans Hall
William Tong,Democratic Party,Attorney General,,Cornwall,525,Town Hall
Sue Hatfield,Republican Party,Attorney General,,Cornwall,258,Town Hall
William Tong,Working Families Party,Attorney General,,Cornwall,38,Town Hall
Sue Hatfield,Independent Party,Attorney General,,Cornwall,17,Town Hall
Peter D Goselin,Green Party,Attorney General,,Cornwall,11,Town Hall
William Tong,Democratic Party,Attorney General,,Coventry,1273,Coventry Grammer School
Sue Hatfield,Republican Party,Attorney General,,Coventry,1611,Coventry Grammer School
William Tong,Working Families Party,Attorney General,,Coventry,44,Coventry Grammer School
Sue Hatfield,Independent Party,Attorney General,,Coventry,69,Coventry Grammer School
Peter D Goselin,Green Party,Attorney General,,Coventry,39,Coventry Grammer School
William Tong,Democratic Party,Attorney General,,Coventry,1322,GH Robertson School
Sue Hatfield,Republican Party,Attorney General,,Coventry,1555,GH Robertson School
William Tong,Working Families Party,Attorney General,,Coventry,69,GH Robertson School
Sue Hatfield,Independent Party,Attorney General,,Coventry,76,GH Robertson School
Peter D Goselin,Green Party,Attorney General,,Coventry,45,GH Robertson School
William Tong,Democratic Party,Attorney General,,Cromwell,3096,Cromwell High School
Sue Hatfield,Republican Party,Attorney General,,Cromwell,3320,Cromwell High School
William Tong,Working Families Party,Attorney General,,Cromwell,105,Cromwell High School
Sue Hatfield,Independent Party,Attorney General,,Cromwell,120,Cromwell High School
Peter D Goselin,Green Party,Attorney General,,Cromwell,76,Cromwell High School
William Tong,Democratic Party,Attorney General,,Danbury,72,Danbury High School Gym
William Tong,Democratic Party,Attorney General,,Danbury,183,Danbury High School Gym
William Tong,Democratic Party,Attorney General,,Danbury,1554,Danbury High School Gym
Sue Hatfield,Republican Party,Attorney General,,Danbury,34,Danbury High School Gym
Sue Hatfield,Republican Party,Attorney General,,Danbury,65,Danbury High School Gym
Sue Hatfield,Republican Party,Attorney General,,Danbury,1521,Danbury High School Gym
William Tong,Working Families Party,Attorney General,,Danbury,3,Danbury High School Gym
William Tong,Working Families Party,Attorney General,,Danbury,9,Danbury High School Gym
William Tong,Working Families Party,Attorney General,,Danbury,56,Danbury High School Gym
Sue Hatfield,Independent Party,Attorney General,,Danbury,7,Danbury High School Gym
Sue Hatfield,Independent Party,Attorney General,,Danbury,9,Danbury High School Gym
Sue Hatfield,Independent Party,Attorney General,,Danbury,79,Danbury High School Gym
Peter D Goselin,Green Party,Attorney General,,Danbury,1,Danbury High School Gym
Peter D Goselin,Green Party,Attorney General,,Danbury,2,Danbury High School Gym
Peter D Goselin,Green Party,Attorney General,,Danbury,28,Danbury High School Gym
William Tong,Democratic Party,Attorney General,,Danbury,529,Park Avenue School Gym
William Tong,Democratic Party,Attorney General,,Danbury,720,Park Avenue School Gym
William Tong,Democratic Party,Attorney General,,Danbury,725,Park Avenue School Gym
Sue Hatfield,Republican Party,Attorney General,,Danbury,265,Park Avenue School Gym
Sue Hatfield,Republican Party,Attorney General,,Danbury,349,Park Avenue School Gym
Sue Hatfield,Republican Party,Attorney General,,Danbury,656,Park Avenue School Gym
William Tong,Working Families Party,Attorney General,,Danbury,14,Park Avenue School Gym
William Tong,Working Families Party,Attorney General,,Danbury,27,Park Avenue School Gym
William Tong,Working Families Party,Attorney General,,Danbury,31,Park Avenue School Gym
Sue Hatfield,Independent Party,Attorney General,,Danbury,17,Park Avenue School Gym
Sue Hatfield,Independent Party,Attorney General,,Danbury,25,Park Avenue School Gym
Sue Hatfield,Independent Party,Attorney General,,Danbury,27,Park Avenue School Gym
Peter D Goselin,Green Party,Attorney General,,Danbury,5,Park Avenue School Gym
Peter D Goselin,Green Party,Attorney General,,Danbury,8,Park Avenue School Gym
Peter D Goselin,Green Party,Attorney General,,Danbury,13,Park Avenue School Gym
William Tong,Democratic Party,Attorney General,,Danbury,380,Pembroke School Gym
