town,precinct,office,district,party,candidate,votes
New Haven,New Haven 12-2-11-097,Attorney,,UNK,George Jepsen,15
New Haven,New Haven 13-0-11-097,Attorney,,UNK,George Jepsen,13
New Haven,New Haven 14-1-11-095,Attorney,,UNK,George Jepsen,12
New Haven,New Haven 15-1-11-095,Attorney,,UNK,George Jepsen,16
New Haven,New Haven 16-0-11-095,Attorney,,UNK,George Jepsen,7
New Haven,New Haven 17-0-11-097,Attorney,,UNK,George Jepsen,9
New Haven,New Haven 18-0-11-097,Attorney,,UNK,George Jepsen,14
New Haven,New Haven 19-1-10-094,Attorney,,UNK,George Jepsen,9
New Haven,New Haven 19-2-11-094,Attorney,,UNK,George Jepsen,1
New Haven,New Haven 20-2-10-094,Attorney,,UNK,George Jepsen,56
New Haven,New Haven 21-1-10-093,Attorney,,UNK,George Jepsen,12
New Haven,New Haven 22-1-10-093,Attorney,,UNK,George Jepsen,14
New Haven,New Haven 22-2-10-094,Attorney,,UNK,George Jepsen,12
New Haven,New Haven 23-0-10-092,Attorney,,UNK,George Jepsen,13
New Haven,New Haven 24-0-10-092,Attorney,,UNK,George Jepsen,9
New Haven,New Haven 25-0-10-092,Attorney,,UNK,George Jepsen,9
New Haven,New Haven 26-0-10-092,Attorney,,UNK,George Jepsen,23
New Haven,New Haven 27-1-10-092,Attorney,,UNK,George Jepsen,21
New Haven,New Haven 28-0-10-093,Attorney,,UNK,George Jepsen,33
New Haven,New Haven 29-0-10-093,Attorney,,UNK,George Jepsen,11
New Haven,New Haven 30-1-10-093,Attorney,,UNK,George Jepsen,4
New Haven,New Haven 30-2-10-093,Attorney,,UNK,George Jepsen,21
New Haven,New Haven CT,Attorney,,UNK,George Jepsen,511
New Haven,New Haven 01-2-11-094,Attorney,,GRN,Stephen Fournier,6
New Haven,New Haven 02-2-10-093,Attorney,,GRN,Stephen Fournier,18
New Haven,New Haven 03-1-10-092,Attorney,,GRN,Stephen Fournier,6
New Haven,New Haven 03-2-10-093,Attorney,,GRN,Stephen Fournier,3
New Haven,New Haven 04-1-10-095,Attorney,,GRN,Stephen Fournier,5
New Haven,New Haven 04-2-10-116,Attorney,,GRN,Stephen Fournier,1
New Haven,New Haven 05-0-10-095,Attorney,,GRN,Stephen Fournier,11
New Haven,New Haven 06-2-11-095,Attorney,,GRN,Stephen Fournier,7
New Haven,New Haven 06-3-11-095,Attorney,,GRN,Stephen Fournier,1
New Haven,New Haven 07-2-11-096,Attorney,,GRN,Stephen Fournier,50
New Haven,New Haven 08-1-11-095,Attorney,,GRN,Stephen Fournier,4
New Haven,New Haven 08-2-11-096,Attorney,,GRN,Stephen Fournier,34
New Haven,New Haven 09-2-11-096,Attorney,,GRN,Stephen Fournier,35
New Haven,New Haven 10-0-11-096,Attorney,,GRN,Stephen Fournier,70
New Haven,New Haven 11-1-11-097,Attorney,,GRN,Stephen Fournier,7
New Haven,New Haven 11-2-11-097,Attorney,,GRN,Stephen Fournier,5
New Haven,New Haven 11-3-11-097,Attorney,,GRN,Stephen Fournier,4
New Haven,New Haven 12-1-11-096,Attorney,,GRN,Stephen Fournier,5
New Haven,New Haven 12-2-11-097,Attorney,,GRN,Stephen Fournier,8
New Haven,New Haven 13-0-11-097,Attorney,,GRN,Stephen Fournier,20
New Haven,New Haven 14-1-11-095,Attorney,,GRN,Stephen Fournier,21
New Haven,New Haven 15-1-11-095,Attorney,,GRN,Stephen Fournier,12
New Haven,New Haven 16-0-11-095,Attorney,,GRN,Stephen Fournier,2
New Haven,New Haven 17-0-11-097,Attorney,,GRN,Stephen Fournier,18
New Haven,New Haven 18-0-11-097,Attorney,,GRN,Stephen Fournier,46
New Haven,New Haven 19-1-10-094,Attorney,,GRN,Stephen Fournier,12
New Haven,New Haven 19-2-11-094,Attorney,,GRN,Stephen Fournier,18
New Haven,New Haven 20-2-10-094,Attorney,,GRN,Stephen Fournier,7
New Haven,New Haven 21-1-10-093,Attorney,,GRN,Stephen Fournier,4
New Haven,New Haven 22-1-10-093,Attorney,,GRN,Stephen Fournier,10
New Haven,New Haven 22-2-10-094,Attorney,,GRN,Stephen Fournier,11
New Haven,New Haven 23-0-10-092,Attorney,,GRN,Stephen Fournier,9
New Haven,New Haven 24-0-10-092,Attorney,,GRN,Stephen Fournier,26
New Haven,New Haven 25-0-10-092,Attorney,,GRN,Stephen Fournier,61
New Haven,New Haven 26-0-10-092,Attorney,,GRN,Stephen Fournier,37
New Haven,New Haven 27-1-10-092,Attorney,,GRN,Stephen Fournier,13
New Haven,New Haven 28-0-10-093,Attorney,,GRN,Stephen Fournier,13
New Haven,New Haven 29-0-10-093,Attorney,,GRN,Stephen Fournier,10
New Haven,New Haven 30-1-10-093,Attorney,,GRN,Stephen Fournier,4
New Haven,New Haven 30-2-10-093,Attorney,,GRN,Stephen Fournier,4
New Haven,New Haven CT,Attorney,,GRN,Stephen Fournier,638
New Haven,New Haven 05-0-10-095,Governor,,wri,Jonathan Pelto (wri),1
New Haven,New Haven 08-2-11-096,Governor,,wri,Jonathan Pelto (wri),2
New Haven,New Haven 10-0-11-096,Governor,,wri,Jonathan Pelto (wri),2
New Haven,New Haven 13-0-11-097,Governor,,wri,Jonathan Pelto (wri),4
New Haven,New Haven 14-1-11-095,Governor,,wri,Jonathan Pelto (wri),1
New Haven,New Haven 19-2-11-094,Governor,,wri,Jonathan Pelto (wri),1
New Haven,New Haven 24-0-10-092,Governor,,wri,Jonathan Pelto (wri),1
New Haven,New Haven 25-0-10-092,Governor,,wri,Jonathan Pelto (wri),2
New Haven,New Haven 09-2-11-096,Treasurer,,wri,Rolf Maurer,1
New Haven,New Haven 10-0-11-096,Treasurer,,wri,Rolf Maurer,1
New Haven,New Haven 25-0-10-092,State Senate,SD10,wri,Freeman,1
